FinancialYear;PresentationType;StateOrTerritory;GeographicAreaType;GeographicAreaCode;GeographicAreaName;Measure;Value
2022–23;Mental health-related presentations;Victoria;PHN;PHN204;Gippsland;Number;3065
2022–23;Mental health-related presentations;Victoria;PHN;PHN204;Gippsland;Rate (per 10,000 population);101
2022–23;Mental health-related presentations;Victoria;PHN;PHN205;Murray;Number;6807
2022–23;Mental health-related presentations;Victoria;PHN;PHN205;Murray;Rate (per 10,000 population);106
2022–23;Mental health-related presentations;Victoria;PHN;PHN206;Western Victoria;Number;4353
2022–23;Mental health-related presentations;Victoria;PHN;PHN206;Western Victoria;Rate (per 10,000 population);62
2022–23;Mental health-related presentations;Queensland;PHN;PHN301;Brisbane North;Number;14253
2022–23;Mental health-related presentations;Queensland;PHN;PHN301;Brisbane North;Rate (per 10,000 population);131
2022–23;Mental health-related presentations;Queensland;PHN;PHN302;Brisbane South;Number;15796
2022–23;Mental health-related presentations;Queensland;PHN;PHN302;Brisbane South;Rate (per 10,000 population);128
2022–23;Mental health-related presentations;Queensland;PHN;PHN303;Gold Coast;Number;6975
2022–23;Mental health-related presentations;Queensland;PHN;PHN303;Gold Coast;Rate (per 10,000 population);105
2022–23;Mental health-related presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Number;6252
2022–23;Mental health-related presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Rate (per 10,000 population);101
2022–23;Mental health-related presentations;Queensland;PHN;PHN305;Western Queensland;Number;1111
2022–23;Mental health-related presentations;Queensland;PHN;PHN305;Western Queensland;Rate (per 10,000 population);175
2022–23;Mental health-related presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Number;10843
2022–23;Mental health-related presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Rate (per 10,000 population);117
2022–23;Mental health-related presentations;Queensland;PHN;PHN307;Northern Queensland;Number;8718
2022–23;Mental health-related presentations;Queensland;PHN;PHN307;Northern Queensland;Rate (per 10,000 population);121
2022–23;Mental health-related presentations;Western Australia;PHN;PHN501;Perth North;Number;11274
2022–23;Mental health-related presentations;Western Australia;PHN;PHN501;Perth North;Rate (per 10,000 population);98
2022–23;Mental health-related presentations;Western Australia;PHN;PHN502;Perth South;Number;11189
2022–23;Mental health-related presentations;Western Australia;PHN;PHN502;Perth South;Rate (per 10,000 population);103
2022–23;Mental health-related presentations;Western Australia;PHN;PHN503;Country WA;Number;10607
2022–23;Mental health-related presentations;Western Australia;PHN;PHN503;Country WA;Rate (per 10,000 population);190
2022–23;Mental health-related presentations;South Australia;PHN;PHN401;Adelaide;Number;14650
2022–23;Mental health-related presentations;South Australia;PHN;PHN401;Adelaide;Rate (per 10,000 population);113
2022–23;Mental health-related presentations;South Australia;PHN;PHN402;Country SA;Number;6411
2022–23;Mental health-related presentations;South Australia;PHN;PHN402;Country SA;Rate (per 10,000 population);122
2022–23;Mental health-related presentations;Tasmania;PHN;PHN601;Tasmania;Number;5750
2022–23;Mental health-related presentations;Tasmania;PHN;PHN601;Tasmania;Rate (per 10,000 population);101
2022–23;Mental health-related presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Number;4268
2022–23;Mental health-related presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Rate (per 10,000 population);93
2022–23;Mental health-related presentations;Northern Territory;PHN;PHN701;Northern Territory;Number;6749
2022–23;Mental health-related presentations;Northern Territory;PHN;PHN701;Northern Territory;Rate (per 10,000 population);270
2022–23;All presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Number;448637
2022–23;All presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Rate (per 10,000 population);2883
2022–23;All presentations;New South Wales;PHN;PHN102;Northern Sydney;Number;227028
2022–23;All presentations;New South Wales;PHN;PHN102;Northern Sydney;Rate (per 10,000 population);2452
2022–23;All presentations;New South Wales;PHN;PHN103;Western Sydney;Number;273843
2022–23;All presentations;New South Wales;PHN;PHN103;Western Sydney;Rate (per 10,000 population);2537
2022–23;All presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Number;140938
2022–23;All presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Rate (per 10,000 population);3634
2022–23;All presentations;New South Wales;PHN;PHN105;South Western Sydney;Number;335798
2022–23;All presentations;New South Wales;PHN;PHN105;South Western Sydney;Rate (per 10,000 population);3112
2022–23;All presentations;New South Wales;PHN;PHN106;South Eastern NSW;Number;291634
2022–23;All presentations;New South Wales;PHN;PHN106;South Eastern NSW;Rate (per 10,000 population);4495
2022–23;All presentations;New South Wales;PHN;PHN107;Western NSW;Number;223016
2022–23;All presentations;New South Wales;PHN;PHN107;Western NSW;Rate (per 10,000 population);7127
2022–23;All presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Number;597166
2022–23;All presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Rate (per 10,000 population);4511
2022–23;All presentations;New South Wales;PHN;PHN109;North Coast;Number;334631
2022–23;All presentations;New South Wales;PHN;PHN109;North Coast;Rate (per 10,000 population);6118
2022–23;All presentations;New South Wales;PHN;PHN110;Murrumbidgee;Number;159421
2022–23;All presentations;New South Wales;PHN;PHN110;Murrumbidgee;Rate (per 10,000 population);6397
2022–23;All presentations;Victoria;PHN;PHN201;North Western Melbourne;Number;514607
2022–23;All presentations;Victoria;PHN;PHN201;North Western Melbourne;Rate (per 10,000 population);2724
2022–23;All presentations;Victoria;PHN;PHN202;Eastern Melbourne;Number;368459
2022–23;All presentations;Victoria;PHN;PHN202;Eastern Melbourne;Rate (per 10,000 population);2385
2022–23;All presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Number;402849
2022–23;All presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Rate (per 10,000 population);2510
2022–23;All presentations;Victoria;PHN;PHN204;Gippsland;Number;124183
2022–23;All presentations;Victoria;PHN;PHN204;Gippsland;Rate (per 10,000 population);4079
2022–23;All presentations;Victoria;PHN;PHN205;Murray;Number;270995
2022–23;All presentations;Victoria;PHN;PHN205;Murray;Rate (per 10,000 population);4203
2022–23;All presentations;Victoria;PHN;PHN206;Western Victoria;Number;184000
2022–23;All presentations;Victoria;PHN;PHN206;Western Victoria;Rate (per 10,000 population);2635
2022–23;All presentations;Queensland;PHN;PHN301;Brisbane North;Number;343438
2022–23;All presentations;Queensland;PHN;PHN301;Brisbane North;Rate (per 10,000 population);3161
2022–23;All presentations;Queensland;PHN;PHN302;Brisbane South;Number;391734
2022–23;All presentations;Queensland;PHN;PHN302;Brisbane South;Rate (per 10,000 population);3167
2022–23;All presentations;Queensland;PHN;PHN303;Gold Coast;Number;183464
2022–23;All presentations;Queensland;PHN;PHN303;Gold Coast;Rate (per 10,000 population);2766
2022–23;All presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Number;167255
2022–23;All presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Rate (per 10,000 population);2691
2022–23;All presentations;Queensland;PHN;PHN305;Western Queensland;Number;31814
2022–23;All presentations;Queensland;PHN;PHN305;Western Queensland;Rate (per 10,000 population);4997
2022–23;All presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Number;362304
2022–23;All presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Rate (per 10,000 population);3900
2022–23;All presentations;Queensland;PHN;PHN307;Northern Queensland;Number;235060
2022–23;All presentations;Queensland;PHN;PHN307;Northern Queensland;Rate (per 10,000 population);3253
2022–23;All presentations;Western Australia;PHN;PHN501;Perth North;Number;320733
2022–23;All presentations;Western Australia;PHN;PHN501;Perth North;Rate (per 10,000 population);2791
2022–23;All presentations;Western Australia;PHN;PHN502;Perth South;Number;339045
2022–23;All presentations;Western Australia;PHN;PHN502;Perth South;Rate (per 10,000 population);3122
2022–23;All presentations;Western Australia;PHN;PHN503;Country WA;Number;305767
2022–23;All presentations;Western Australia;PHN;PHN503;Country WA;Rate (per 10,000 population);5473
2022–23;All presentations;South Australia;PHN;PHN401;Adelaide;Number;392261
2022–23;All presentations;South Australia;PHN;PHN401;Adelaide;Rate (per 10,000 population);3026
2022–23;All presentations;South Australia;PHN;PHN402;Country SA;Number;204070
2022–23;All presentations;South Australia;PHN;PHN402;Country SA;Rate (per 10,000 population);3888
2022–23;All presentations;Tasmania;PHN;PHN601;Tasmania;Number;172397
2022–23;All presentations;Tasmania;PHN;PHN601;Tasmania;Rate (per 10,000 population);3019
2022–23;All presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Number;137233
2022–23;All presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Rate (per 10,000 population);3003
2022–23;All presentations;Northern Territory;PHN;PHN701;Northern Territory;Number;172686
2022–23;All presentations;Northern Territory;PHN;PHN701;Northern Territory;Rate (per 10,000 population);6901
2022–23;Mental health-related presentations;New South Wales;SA4;SA4101;Capital Region;Number;2995
2022–23;Mental health-related presentations;New South Wales;SA4;SA4101;Capital Region;Rate (per 10,000 population);124
2022–23;Mental health-related presentations;New South Wales;SA4;SA4102;Central Coast;Number;4064
2022–23;Mental health-related presentations;New South Wales;SA4;SA4102;Central Coast;Rate (per 10,000 population);116
2022–23;Mental health-related presentations;New South Wales;SA4;SA4103;Central West;Number;2862
2022–23;Mental health-related presentations;New South Wales;SA4;SA4103;Central West;Rate (per 10,000 population);134
2022–23;Mental health-related presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Number;2018
2022–23;Mental health-related presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Rate (per 10,000 population);137
2022–23;Mental health-related presentations;New South Wales;SA4;SA4105;Far West and Orana;Number;2474
2022–23;Mental health-related presentations;New South Wales;SA4;SA4105;Far West and Orana;Rate (per 10,000 population);211
2022–23;Mental health-related presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Number;3868
2022–23;Mental health-related presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Rate (per 10,000 population);129
2022–23;Mental health-related presentations;New South Wales;SA4;SA4107;Illawarra;Number;3534
2022–23;Mental health-related presentations;New South Wales;SA4;SA4107;Illawarra;Rate (per 10,000 population);111
2022–23;Mental health-related presentations;New South Wales;SA4;SA4108;Mid North Coast;Number;3145
2022–23;Mental health-related presentations;New South Wales;SA4;SA4108;Mid North Coast;Rate (per 10,000 population);136
2022–23;Mental health-related presentations;New South Wales;SA4;SA4109;Murray;Number;2280
2022–23;Mental health-related presentations;New South Wales;SA4;SA4109;Murray;Rate (per 10,000 population);183
2022–23;Mental health-related presentations;New South Wales;SA4;SA4110;New England and North West;Number;3040
2022–23;Mental health-related presentations;New South Wales;SA4;SA4110;New England and North West;Rate (per 10,000 population);162
2022–23;Mental health-related presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Number;5064
2022–23;Mental health-related presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Rate (per 10,000 population);128
2022–23;Mental health-related presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Number;3661
2022–23;Mental health-related presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Rate (per 10,000 population);141
2022–23;Mental health-related presentations;New South Wales;SA4;SA4113;Riverina;Number;2550
2022–23;Mental health-related presentations;New South Wales;SA4;SA4113;Riverina;Rate (per 10,000 population);155
2022–23;Mental health-related presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Number;1874
2022–23;Mental health-related presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Rate (per 10,000 population);116
2022–23;Mental health-related presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Number;1234
2022–23;Mental health-related presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Rate (per 10,000 population);45
2022–23;Mental health-related presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Number;3032
2022–23;Mental health-related presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Rate (per 10,000 population);73
2022–23;Mental health-related presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Number;5301
2022–23;Mental health-related presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Rate (per 10,000 population);156
2022–23;Mental health-related presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Number;3124
2022–23;Mental health-related presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Rate (per 10,000 population);118
2022–23;Mental health-related presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Number;4873
2022–23;Mental health-related presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Rate (per 10,000 population);80
2022–23;Mental health-related presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Number;2705
2022–23;Mental health-related presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Rate (per 10,000 population);88
2022–23;Mental health-related presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Number;3163
2022–23;Mental health-related presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Rate (per 10,000 population);74
2022–23;Mental health-related presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Number;2088
2022–23;Mental health-related presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Rate (per 10,000 population);79
2022–23;Mental health-related presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Number;2970
2022–23;Mental health-related presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Rate (per 10,000 population);98
2022–23;Mental health-related presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Number;2968
2022–23;Mental health-related presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Rate (per 10,000 population);88
2022–23;Mental health-related presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Number;3731
2022–23;Mental health-related presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Rate (per 10,000 population);75
2022–23;Mental health-related presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Number;1604
2022–23;Mental health-related presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Rate (per 10,000 population);78
2022–23;Mental health-related presentations;New South Wales;SA4;SA4127;Sydney - South West;Number;3551
2022–23;Mental health-related presentations;New South Wales;SA4;SA4127;Sydney - South West;Rate (per 10,000 population);73
2022–23;Mental health-related presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Number;2416
2022–23;Mental health-related presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Rate (per 10,000 population);104
2022–23;Mental health-related presentations;Victoria;SA4;SA4201;Ballarat;Number;1252
2022–23;Mental health-related presentations;Victoria;SA4;SA4201;Ballarat;Rate (per 10,000 population);71
2022–23;Mental health-related presentations;Victoria;SA4;SA4202;Bendigo;Number;1479
2022–23;Mental health-related presentations;Victoria;SA4;SA4202;Bendigo;Rate (per 10,000 population);87
2022–23;Mental health-related presentations;Victoria;SA4;SA4203;Geelong;Number;1910
2022–23;Mental health-related presentations;Victoria;SA4;SA4203;Geelong;Rate (per 10,000 population);57
2022–23;Mental health-related presentations;Victoria;SA4;SA4204;Hume;Number;1711
2022–23;Mental health-related presentations;Victoria;SA4;SA4204;Hume;Rate (per 10,000 population);92
2022–23;Mental health-related presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Number;3065
2022–23;Mental health-related presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Rate (per 10,000 population);101
2022–23;Mental health-related presentations;Victoria;SA4;SA4206;Melbourne - Inner;Number;7069
2022–23;Mental health-related presentations;Victoria;SA4;SA4206;Melbourne - Inner;Rate (per 10,000 population);111
2022–23;Mental health-related presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Number;2334
2022–23;Mental health-related presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Rate (per 10,000 population);61
2022–23;Mental health-related presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Number;2699
2022–23;Mental health-related presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Rate (per 10,000 population);63
2022–23;Mental health-related presentations;Victoria;SA4;SA4209;Melbourne - North East;Number;4173
2022–23;Mental health-related presentations;Victoria;SA4;SA4209;Melbourne - North East;Rate (per 10,000 population);75
2022–23;Mental health-related presentations;Victoria;SA4;SA4210;Melbourne - North West;Number;3050
2022–23;Mental health-related presentations;Victoria;SA4;SA4210;Melbourne - North West;Rate (per 10,000 population);70
2022–23;Mental health-related presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Number;3685
2022–23;Mental health-related presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Rate (per 10,000 population);71
2022–23;Mental health-related presentations;Victoria;SA4;SA4212;Melbourne - South East;Number;6933
2022–23;Mental health-related presentations;Victoria;SA4;SA4212;Melbourne - South East;Rate (per 10,000 population);78
2022–23;Mental health-related presentations;Victoria;SA4;SA4213;Melbourne - West;Number;6341
2022–23;Mental health-related presentations;Victoria;SA4;SA4213;Melbourne - West;Rate (per 10,000 population);72
2022–23;Mental health-related presentations;Victoria;SA4;SA4214;Mornington Peninsula;Number;3061
2022–23;Mental health-related presentations;Victoria;SA4;SA4214;Mornington Peninsula;Rate (per 10,000 population);98
2022–23;Mental health-related presentations;Victoria;SA4;SA4215;North West;Number;1546
2022–23;Mental health-related presentations;Victoria;SA4;SA4215;North West;Rate (per 10,000 population);100
2022–23;Mental health-related presentations;Victoria;SA4;SA4216;Shepparton;Number;1333
2022–23;Mental health-related presentations;Victoria;SA4;SA4216;Shepparton;Rate (per 10,000 population);97
2022–23;Mental health-related presentations;Victoria;SA4;SA4217;Warrnambool and South West;Number;720
2022–23;Mental health-related presentations;Victoria;SA4;SA4217;Warrnambool and South West;Rate (per 10,000 population);56
2022–23;Mental health-related presentations;Queensland;SA4;SA4301;Brisbane - East;Number;2644
2022–23;Mental health-related presentations;Queensland;SA4;SA4301;Brisbane - East;Rate (per 10,000 population);107
2022–23;Mental health-related presentations;Queensland;SA4;SA4302;Brisbane - North;Number;3129
2022–23;Mental health-related presentations;Queensland;SA4;SA4302;Brisbane - North;Rate (per 10,000 population);136
2022–23;Mental health-related presentations;Queensland;SA4;SA4303;Brisbane - South;Number;4740
2022–23;Mental health-related presentations;Queensland;SA4;SA4303;Brisbane - South;Rate (per 10,000 population);124
2022–23;Mental health-related presentations;Queensland;SA4;SA4304;Brisbane - West;Number;1648
2022–23;Mental health-related presentations;Queensland;SA4;SA4304;Brisbane - West;Rate (per 10,000 population);85
2022–23;Mental health-related presentations;Queensland;SA4;SA4305;Brisbane Inner City;Number;5027
2022–23;Mental health-related presentations;Queensland;SA4;SA4305;Brisbane Inner City;Rate (per 10,000 population);164
2022–23;Mental health-related presentations;Queensland;SA4;SA4306;Cairns;Number;3566
2022–23;Mental health-related presentations;Queensland;SA4;SA4306;Cairns;Rate (per 10,000 population);137
2022–23;Mental health-related presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Number;524
2022–23;Mental health-related presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Rate (per 10,000 population);40
2022–23;Mental health-related presentations;Queensland;SA4;SA4308;Central Queensland;Number;2671
2022–23;Mental health-related presentations;Queensland;SA4;SA4308;Central Queensland;Rate (per 10,000 population);114
2022–23;Mental health-related presentations;Queensland;SA4;SA4309;Gold Coast;Number;6976
2022–23;Mental health-related presentations;Queensland;SA4;SA4309;Gold Coast;Rate (per 10,000 population);105
2022–23;Mental health-related presentations;Queensland;SA4;SA4310;Ipswich;Number;4039
2022–23;Mental health-related presentations;Queensland;SA4;SA4310;Ipswich;Rate (per 10,000 population);105
2022–23;Mental health-related presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Number;5296
2022–23;Mental health-related presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Rate (per 10,000 population);140
2022–23;Mental health-related presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Number;1799
2022–23;Mental health-related presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Rate (per 10,000 population);97
2022–23;Mental health-related presentations;Queensland;SA4;SA4313;Moreton Bay - North;Number;4198
2022–23;Mental health-related presentations;Queensland;SA4;SA4313;Moreton Bay - North;Rate (per 10,000 population);152
2022–23;Mental health-related presentations;Queensland;SA4;SA4314;Moreton Bay - South;Number;2322
2022–23;Mental health-related presentations;Queensland;SA4;SA4314;Moreton Bay - South;Rate (per 10,000 population);103
2022–23;Mental health-related presentations;Queensland;SA4;SA4315;Queensland - Outback;Number;1341
2022–23;Mental health-related presentations;Queensland;SA4;SA4315;Queensland - Outback;Rate (per 10,000 population);164
2022–23;Mental health-related presentations;Queensland;SA4;SA4316;Sunshine Coast;Number;3917
2022–23;Mental health-related presentations;Queensland;SA4;SA4316;Sunshine Coast;Rate (per 10,000 population);95
2022–23;Mental health-related presentations;Queensland;SA4;SA4317;Toowoomba;Number;2632
2022–23;Mental health-related presentations;Queensland;SA4;SA4317;Toowoomba;Rate (per 10,000 population);157
2022–23;Mental health-related presentations;Queensland;SA4;SA4318;Townsville;Number;3079
2022–23;Mental health-related presentations;Queensland;SA4;SA4318;Townsville;Rate (per 10,000 population);128
2022–23;Mental health-related presentations;Queensland;SA4;SA4319;Wide Bay;Number;4401
2022–23;Mental health-related presentations;Queensland;SA4;SA4319;Wide Bay;Rate (per 10,000 population);139
2022–23;Mental health-related presentations;Western Australia;SA4;SA4501;Bunbury;Number;2469
2022–23;Mental health-related presentations;Western Australia;SA4;SA4501;Bunbury;Rate (per 10,000 population);125
2022–23;Mental health-related presentations;Western Australia;SA4;SA4502;Mandurah;Number;1372
2022–23;Mental health-related presentations;Western Australia;SA4;SA4502;Mandurah;Rate (per 10,000 population);120
2022–23;Mental health-related presentations;Western Australia;SA4;SA4503;Perth - Inner;Number;2192
2022–23;Mental health-related presentations;Western Australia;SA4;SA4503;Perth - Inner;Rate (per 10,000 population);115
2022–23;Mental health-related presentations;Western Australia;SA4;SA4504;Perth - North East;Number;2845
2022–23;Mental health-related presentations;Western Australia;SA4;SA4504;Perth - North East;Rate (per 10,000 population);97
2022–23;Mental health-related presentations;Western Australia;SA4;SA4505;Perth - North West;Number;5725
2022–23;Mental health-related presentations;Western Australia;SA4;SA4505;Perth - North West;Rate (per 10,000 population);95
2022–23;Mental health-related presentations;Western Australia;SA4;SA4506;Perth - South East;Number;5849
2022–23;Mental health-related presentations;Western Australia;SA4;SA4506;Perth - South East;Rate (per 10,000 population);105
2022–23;Mental health-related presentations;Western Australia;SA4;SA4507;Perth - South West;Number;4414
2022–23;Mental health-related presentations;Western Australia;SA4;SA4507;Perth - South West;Rate (per 10,000 population);94
2022–23;Mental health-related presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Number;1939
2022–23;Mental health-related presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Rate (per 10,000 population);136
2022–23;Mental health-related presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Number;3272
2022–23;Mental health-related presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Rate (per 10,000 population);334
2022–23;Mental health-related presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Number;2993
2022–23;Mental health-related presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Rate (per 10,000 population);240
2022–23;Mental health-related presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Number;2988
2022–23;Mental health-related presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Rate (per 10,000 population);94
2022–23;Mental health-related presentations;South Australia;SA4;SA4402;Adelaide - North;Number;5235
2022–23;Mental health-related presentations;South Australia;SA4;SA4402;Adelaide - North;Rate (per 10,000 population);112
2022–23;Mental health-related presentations;South Australia;SA4;SA4403;Adelaide - South;Number;4835
2022–23;Mental health-related presentations;South Australia;SA4;SA4403;Adelaide - South;Rate (per 10,000 population);127
2022–23;Mental health-related presentations;South Australia;SA4;SA4404;Adelaide - West;Number;2744
2022–23;Mental health-related presentations;South Australia;SA4;SA4404;Adelaide - West;Rate (per 10,000 population);110
2022–23;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Number;1024
2022–23;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Rate (per 10,000 population);87
2022–23;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Number;1600
2022–23;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Rate (per 10,000 population);187
2022–23;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Number;2635
2022–23;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Rate (per 10,000 population);132
2022–23;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Number;2361
2022–23;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Rate (per 10,000 population);94
2022–23;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Number;1640
2022–23;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Rate (per 10,000 population);105
2022–23;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Number;243
2022–23;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Rate (per 10,000 population);56
2022–23;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Number;1506
2022–23;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Rate (per 10,000 population);126
2022–23;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Number;4268
2022–23;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Rate (per 10,000 population);93
2022–23;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Number;2256
2022–23;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Rate (per 10,000 population);151
2022–23;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Number;4493
2022–23;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Rate (per 10,000 population);445
2022–23;All presentations;New South Wales;SA4;SA4101;Capital Region;Number;135635
2022–23;All presentations;New South Wales;SA4;SA4101;Capital Region;Rate (per 10,000 population);5636
2022–23;All presentations;New South Wales;SA4;SA4102;Central Coast;Number;146230
2022–23;All presentations;New South Wales;SA4;SA4102;Central Coast;Rate (per 10,000 population);4188
2022–23;All presentations;New South Wales;SA4;SA4103;Central West;Number;137576
2022–23;All presentations;New South Wales;SA4;SA4103;Central West;Rate (per 10,000 population);6425
2022–23;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Number;88420
2022–23;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Rate (per 10,000 population);5989
2022–23;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Number;100977
2022–23;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Rate (per 10,000 population);8622
2022–23;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Number;146892
2022–23;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Rate (per 10,000 population);4904
2022–23;All presentations;New South Wales;SA4;SA4107;Illawarra;Number;113124
2022–23;All presentations;New South Wales;SA4;SA4107;Illawarra;Rate (per 10,000 population);3561
2022–23;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Number;129805
2022–23;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Rate (per 10,000 population);5598
2022–23;All presentations;New South Wales;SA4;SA4109;Murray;Number;75600
2022–23;All presentations;New South Wales;SA4;SA4109;Murray;Rate (per 10,000 population);6070
2022–23;All presentations;New South Wales;SA4;SA4110;New England and North West;Number;121815
2022–23;All presentations;New South Wales;SA4;SA4110;New England and North West;Rate (per 10,000 population);6482
2022–23;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Number;141581
